From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
P22314	P22314	reviewed	UBA1_HUMAN	Ubiquitin-like modifier-activating enzyme 1 (EC 6.2.1.45) (Protein A1S9) (Ubiquitin-activating enzyme E1)	UBA1 A1S9T UBE1	Homo sapiens (Human)	1058
Q9H1Z4	Q9H1Z4	reviewed	WDR13_HUMAN	WD repeat-containing protein 13	WDR13	Homo sapiens (Human)	485
B2RBN3	B2RBN3	unreviewed	B2RBN3_HUMAN	cDNA, FLJ95601, highly similar to Homo sapiens WD repeat domain 13 (WDR13), mRNA		Homo sapiens (Human)	485
P42768	P42768	reviewed	WASP_HUMAN	Actin nucleation-promoting factor WAS (Wiskott-Aldrich syndrome protein) (WASp)	WAS IMD2	Homo sapiens (Human)	502
O60828	O60828	reviewed	PQBP1_HUMAN	Polyglutamine-binding protein 1 (PQBP-1) (38 kDa nuclear protein containing a WW domain) (Npw38) (Polyglutamine tract-binding protein 1)	PQBP1 NPW38 JM26	Homo sapiens (Human)	265
Q9Y484	Q9Y484	reviewed	WIPI4_HUMAN	WD repeat domain phosphoinositide-interacting protein 4 (WIPI-4) (WD repeat-containing protein 45)	WDR45 WDRX1 WDRXI4 WIPI4 JM5	Homo sapiens (Human)	360
O60840	O60840	reviewed	CAC1F_HUMAN	Voltage-dependent L-type calcium channel subunit alpha-1F (Voltage-gated calcium channel subunit alpha Cav1.4)	CACNA1F CACNAF1	Homo sapiens (Human)	1977
Q5KSL6	Q5KSL6	reviewed	DGKK_HUMAN	Diacylglycerol kinase kappa (DAG kinase kappa) (DGK-kappa) (EC 2.7.1.107) (142 kDa diacylglycerol kinase) (Diglyceride kinase kappa)	DGKK	Homo sapiens (Human)	1271
Q9Y5V3	Q9Y5V3	reviewed	MAGD1_HUMAN	Melanoma-associated antigen D1 (MAGE tumor antigen CCF) (MAGE-D1 antigen) (Neurotrophin receptor-interacting MAGE homolog)	MAGED1 NRAGE PP2250 PRO2292	Homo sapiens (Human)	778
Q12816	Q12816	reviewed	TROP_HUMAN	Trophinin (MAGE-D3 antigen)	TRO KIAA1114 MAGED3	Homo sapiens (Human)	1431
Q9UHD9	Q9UHD9	reviewed	UBQL2_HUMAN	Ubiquilin-2 (Chap1) (DSK2 homolog) (Protein linking IAP with cytoskeleton 2) (PLIC-2) (hPLIC-2) (Ubiquitin-like product Chap1/Dsk2)	UBQLN2 N4BP4 PLIC2 HRIHFB2157	Homo sapiens (Human)	624
Q8WXK4	Q8WXK4	reviewed	ASB12_HUMAN	Ankyrin repeat and SOCS box protein 12 (ASB-12)	ASB12	Homo sapiens (Human)	309
B4DQL0	B4DQL0	unreviewed	B4DQL0_HUMAN	cDNA FLJ60798, highly similar to Homo sapiens myotubularin related protein 8 (MTMR8), mRNA		Homo sapiens (Human)	693
Q9HAV5	Q9HAV5	reviewed	TNR27_HUMAN	Tumor necrosis factor receptor superfamily member 27 (X-linked ectodysplasin-A2 receptor) (EDA-A2 receptor)	EDA2R TNFRSF27 XEDAR UNQ2448/PRO5727/PRO34080	Homo sapiens (Human)	297
B2RBZ9	B2RBZ9	unreviewed	B2RBZ9_HUMAN	cDNA, FLJ95782, highly similar to Homo sapiens ectodysplasin A2 isoform receptor (XEDAR), mRNA		Homo sapiens (Human)	297
O15294	O15294	reviewed	OGT1_HUMAN	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit (EC 2.4.1.255) (O-GlcNAc transferase subunit p110) (O-linked N-acetylglucosamine transferase 110 kDa subunit) (OGT)	OGT	Homo sapiens (Human)	1046
A0A8V8TNT2	A0A8V8TNT2	unreviewed	A0A8V8TNT2_HUMAN	O-linked N-acetylglucosamine (GlcNAc) transferase	OGT	Homo sapiens (Human)	182
A0A8V8TP17	A0A8V8TP17	unreviewed	A0A8V8TP17_HUMAN	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit (EC 2.4.1.255) (O-GlcNAc transferase subunit p110) (O-linked N-acetylglucosamine transferase 110 kDa subunit)	OGT	Homo sapiens (Human)	1013
A0A8V8TPA3	A0A8V8TPA3	unreviewed	A0A8V8TPA3_HUMAN	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit (EC 2.4.1.255) (O-GlcNAc transferase subunit p110) (O-linked N-acetylglucosamine transferase 110 kDa subunit)	OGT	Homo sapiens (Human)	997
Q2NKX8	Q2NKX8	reviewed	ERC6L_HUMAN	DNA excision repair protein ERCC-6-like (EC 3.6.4.12) (ATP-dependent helicase ERCC6-like) (PLK1-interacting checkpoint helicase) (Tumor antigen BJ-HCC-15)	ERCC6L PICH	Homo sapiens (Human)	1250
Q6RI45	Q6RI45	reviewed	BRWD3_HUMAN	Bromodomain and WD repeat-containing protein 3	BRWD3	Homo sapiens (Human)	1802
P35663	P35663	reviewed	CYLC1_HUMAN	Cylicin-1 (Cylicin I) (Multiple-band polypeptide I)	CYLC1 CYL CYL1	Homo sapiens (Human)	651
Q9C0H6	Q9C0H6	reviewed	KLHL4_HUMAN	Kelch-like protein 4	KLHL4 KIAA1687	Homo sapiens (Human)	718
P33240	P33240	reviewed	CSTF2_HUMAN	Cleavage stimulation factor subunit 2 (CF-1 64 kDa subunit) (Cleavage stimulation factor 64 kDa subunit) (CSTF 64 kDa subunit) (CstF-64)	CSTF2	Homo sapiens (Human)	577
Q13474	Q13474	reviewed	DRP2_HUMAN	Dystrophin-related protein 2 (DRP-2)	DRP2	Homo sapiens (Human)	957
P55795	P55795	reviewed	HNRH2_HUMAN	Heterogeneous nuclear ribonucleoprotein H2 (hnRNP H2) (FTP-3) (Heterogeneous nuclear ribonucleoprotein H') (hnRNP H') [Cleaved into: Heterogeneous nuclear ribonucleoprotein H2, N-terminally processed]	HNRNPH2 FTP3 HNRPH2	Homo sapiens (Human)	449
Q5H9R4	Q5H9R4	reviewed	ARMX4_HUMAN	Armadillo repeat-containing X-linked protein 4	ARMCX4	Homo sapiens (Human)	2290
Q9P291	Q9P291	reviewed	ARMX1_HUMAN	Armadillo repeat-containing X-linked protein 1 (ARM protein lost in epithelial cancers on chromosome X 1) (Protein ALEX1)	ARMCX1 ALEX1 AD032	Homo sapiens (Human)	453
Q9UH62	Q9UH62	reviewed	ARMX3_HUMAN	Armadillo repeat-containing X-linked protein 3 (ARM protein lost in epithelial cancers on chromosome X 3) (Protein ALEX3)	ARMCX3 ALEX3 BM-017 UNQ2517/PRO6007	Homo sapiens (Human)	379
A8K5B0	A8K5B0	unreviewed	A8K5B0_HUMAN	cDNA FLJ75682, highly similar to Homo sapiens armadillo repeat containing, X-linked 3 (ARMCX3), transcript variant 1, mRNA		Homo sapiens (Human)	379
Q7L311	Q7L311	reviewed	ARMX2_HUMAN	Armadillo repeat-containing X-linked protein 2 (ARM protein lost in epithelial cancers on chromosome X 2) (Protein ALEX2)	ARMCX2 ALEX2 KIAA0512	Homo sapiens (Human)	632
Q9H1B4	Q9H1B4	reviewed	NXF5_HUMAN	Nuclear RNA export factor 5 (TAP-like protein 1) (TAPL-1)	NXF5 TAPL1	Homo sapiens (Human)	397
Q9GZY0	Q9GZY0	reviewed	NXF2_HUMAN	Nuclear RNA export factor 2 (Cancer/testis antigen 39) (CT39) (TAP-like protein 2) (TAPL-2)	NXF2 TAPL2; NXF2B	Homo sapiens (Human)	626
Q6P1M9	Q6P1M9	reviewed	ARMX5_HUMAN	Armadillo repeat-containing X-linked protein 5	ARMCX5	Homo sapiens (Human)	558
Q5H9E4	Q5H9E4	reviewed	S2553_HUMAN	Solute carrier family 25 member 53 (Mitochondrial carrier triple repeat protein 6)	SLC25A53 MCART6	Homo sapiens (Human)	307
Q8N693	Q8N693	reviewed	ESX1_HUMAN	Homeobox protein ESX1 (Extraembryonic, spermatogenesis, homeobox 1) [Cleaved into: Homeobox protein ESX1-N; Homeobox protein ESX1-C]	ESX1 ESX1L ESX1R	Homo sapiens (Human)	406
O75832	O75832	reviewed	PSD10_HUMAN	26S proteasome non-ATPase regulatory subunit 10 (26S proteasome regulatory subunit p28) (Gankyrin) (p28(GANK))	PSMD10	Homo sapiens (Human)	226
B1AJY5	B1AJY5	unreviewed	B1AJY5_HUMAN	Proteasome 26S subunit, non-ATPase 10	PSMD10	Homo sapiens (Human)	185
B1AJY7	B1AJY7	unreviewed	B1AJY7_HUMAN	Proteasome 26S subunit, non-ATPase 10	PSMD10	Homo sapiens (Human)	193
Q9UL62	Q9UL62	reviewed	TRPC5_HUMAN	Short transient receptor potential channel 5 (TrpC5) (Transient receptor protein 5) (TRP-5) (hTRP-5) (hTRP5)	TRPC5 TRP5	Homo sapiens (Human)	973
Q5VUJ6	Q5VUJ6	reviewed	LRCH2_HUMAN	Leucine-rich repeat and calponin homology domain-containing protein 2	LRCH2 KIAA1495	Homo sapiens (Human)	765
Q9P2N7	Q9P2N7	reviewed	KLH13_HUMAN	Kelch-like protein 13 (BTB and kelch domain-containing protein 2)	KLHL13 BKLHD2 KIAA1309	Homo sapiens (Human)	655
B7Z947	B7Z947	unreviewed	B7Z947_HUMAN	WD repeat-containing protein 44	WDR44 hCG_1741667	Homo sapiens (Human)	623
Q5JSH3	Q5JSH3	reviewed	WDR44_HUMAN	WD repeat-containing protein 44 (Rab11-binding protein) (Rab11BP) (Rabphilin-11)	WDR44 RPH11	Homo sapiens (Human)	913
Q496Y0	Q496Y0	reviewed	LONF3_HUMAN	LON peptidase N-terminal domain and RING finger protein 3 (RING finger protein 127)	LONRF3 RNF127	Homo sapiens (Human)	759
A8K2D3	A8K2D3	unreviewed	A8K2D3_HUMAN	cDNA FLJ77276, highly similar to Homo sapiens ring finger protein 127 (RNF127), mRNA		Homo sapiens (Human)	718
Q8WUT9	Q8WUT9	reviewed	S2543_HUMAN	Solute carrier family 25 member 43	SLC25A43	Homo sapiens (Human)	341
A8K7M0	A8K7M0	unreviewed	A8K7M0_HUMAN	cDNA FLJ77355		Homo sapiens (Human)	341
B4E1P8	B4E1P8	unreviewed	B4E1P8_HUMAN	cDNA FLJ58871		Homo sapiens (Human)	226
Q9BR35	Q9BR35	unreviewed	Q9BR35_HUMAN	Uncharacterized protein		Homo sapiens (Human)	133
Q6NVC0	Q6NVC0	unreviewed	Q6NVC0_HUMAN	ADP/ATP translocase (ADP,ATP carrier protein)	SLC25A5	Homo sapiens (Human)	323
P05141	P05141	reviewed	ADT2_HUMAN	ADP/ATP translocase 2 (ADP,ATP carrier protein 2) (ADP,ATP carrier protein, fibroblast isoform) (Adenine nucleotide translocator 2) (ANT 2) (Solute carrier family 25 member 5) [Cleaved into: ADP/ATP translocase 2, N-terminally processed]	SLC25A5 AAC2 ANT2	Homo sapiens (Human)	298
A6NJG2	A6NJG2	reviewed	SWAHD_HUMAN	Ankyrin repeat domain-containing protein SOWAHD (Ankyrin repeat domain-containing protein 58) (Protein sosondowah homolog D)	SOWAHD ANKRD58	Homo sapiens (Human)	315
P98170	P98170	reviewed	XIAP_HUMAN	E3 ubiquitin-protein ligase XIAP (EC 2.3.2.27) (Baculoviral IAP repeat-containing protein 4) (IAP-like protein) (ILP) (hILP) (Inhibitor of apoptosis protein 3) (IAP-3) (hIAP-3) (hIAP3) (RING-type E3 ubiquitin transferase XIAP) (X-linked inhibitor of apoptosis protein) (X-linked IAP)	XIAP API3 BIRC4 IAP3	Homo sapiens (Human)	497
Q9UKZ4	Q9UKZ4	reviewed	TEN1_HUMAN	Teneurin-1 (Ten-1) (Protein Odd Oz/ten-m homolog 1) (Tenascin-M1) (Ten-m1) (Teneurin transmembrane protein 1) [Cleaved into: Ten-1 intracellular domain (IDten-1) (Ten-1 ICD); Teneurin C-terminal-associated peptide (TCPA-1) (Ten-1 extracellular domain) (Ten-1 ECD)]	TENM1 ODZ1 TNM1	Homo sapiens (Human)	2725
Q5VW00	Q5VW00	reviewed	DC122_HUMAN	DDB1- and CUL4-associated factor 12-like protein 2 (WD repeat-containing protein 40C)	DCAF12L2 WDR40C	Homo sapiens (Human)	463
Q5VU92	Q5VU92	reviewed	DC121_HUMAN	DDB1- and CUL4-associated factor 12-like protein 1 (WD repeat-containing protein 40B)	DCAF12L1 WDR40B	Homo sapiens (Human)	463
Q86YA6	Q86YA6	unreviewed	Q86YA6_HUMAN	BCORL1 protein	BCORL1	Homo sapiens (Human)	395
Q5H9F3	Q5H9F3	reviewed	BCORL_HUMAN	BCL-6 corepressor-like protein 1 (BCoR-L1) (BCoR-like protein 1)	BCORL1	Homo sapiens (Human)	1785
O95258	O95258	reviewed	UCP5_HUMAN	Brain mitochondrial carrier protein 1 (BMCP-1) (Mitochondrial uncoupling protein 5) (UCP 5) (Solute carrier family 25 member 14)	SLC25A14 BMCP1 UCP5 UNQ791/PRO1682	Homo sapiens (Human)	325
B4DJN2	B4DJN2	unreviewed	B4DJN2_HUMAN	cDNA FLJ60600, highly similar to Brain mitochondrial carrier protein 1		Homo sapiens (Human)	205
Q5JY88	Q5JY88	unreviewed	Q5JY88_HUMAN	Solute carrier family 25 member 14	SLC25A14	Homo sapiens (Human)	198
F6SL11	F6SL11	unreviewed	F6SL11_HUMAN	Solute carrier family 25 member 14	SLC25A14	Homo sapiens (Human)	290
P10911	P10911	reviewed	MCF2_HUMAN	Proto-oncogene DBL (Proto-oncogene MCF-2) [Cleaved into: MCF2-transforming protein; DBL-transforming protein]	MCF2 DBL	Homo sapiens (Human)	925
P51861	P51861	reviewed	CDR1_HUMAN	Cerebellar degeneration-related antigen 1 (CDR34)	CDR1	Homo sapiens (Human)	262
Q8IW52	Q8IW52	reviewed	SLIK4_HUMAN	SLIT and NTRK-like protein 4	SLITRK4	Homo sapiens (Human)	837
Q9H156	Q9H156	reviewed	SLIK2_HUMAN	SLIT and NTRK-like protein 2	SLITRK2 CXorf2 KIAA1854 SLITL1 UNQ9197/PRO34756	Homo sapiens (Human)	845
P21810	P21810	reviewed	PGS1_HUMAN	Biglycan (Bone/cartilage proteoglycan I) (PG-S1)	BGN SLRR1A	Homo sapiens (Human)	368
P51610	P51610	reviewed	HCFC1_HUMAN	Host cell factor 1 (HCF) (HCF-1) (C1 factor) (CFF) (VCAF) (VP16 accessory protein) [Cleaved into: HCF N-terminal chain 1; HCF N-terminal chain 2; HCF N-terminal chain 3; HCF N-terminal chain 4; HCF N-terminal chain 5; HCF N-terminal chain 6; HCF C-terminal chain 1; HCF C-terminal chain 2; HCF C-terminal chain 3; HCF C-terminal chain 4; HCF C-terminal chain 5; HCF C-terminal chain 6]	HCFC1 HCF1 HFC1	Homo sapiens (Human)	2035
P21333	P21333	reviewed	FLNA_HUMAN	Filamin-A (FLN-A) (Actin-binding protein 280) (ABP-280) (Alpha-filamin) (Endothelial actin-binding protein) (Filamin-1) (Non-muscle filamin)	FLNA FLN FLN1	Homo sapiens (Human)	2647
B4E2F9	B4E2F9	unreviewed	B4E2F9_HUMAN	cDNA FLJ57038, highly similar to Filamin-A		Homo sapiens (Human)	780
Q86TQ3	Q86TQ3	unreviewed	Q86TQ3_HUMAN	Similar to filamin C, gamma (Actin binding protein 280)		Homo sapiens (Human)	177
B4DTD5	B4DTD5	unreviewed	B4DTD5_HUMAN	cDNA FLJ57890, highly similar to Filamin-A		Homo sapiens (Human)	678
H0Y5C6	H0Y5C6	unreviewed	H0Y5C6_HUMAN	Filamin A	FLNA	Homo sapiens (Human)	281
Q2VP91	Q2VP91	unreviewed	Q2VP91_HUMAN	FLNA protein	FLNA	Homo sapiens (Human)	307
H0Y5F3	H0Y5F3	unreviewed	H0Y5F3_HUMAN	Filamin A	FLNA	Homo sapiens (Human)	232
Q60FE6	Q60FE6	unreviewed	Q60FE6_HUMAN	Filamin A	FLNA	Homo sapiens (Human)	2612
Q60FE5	Q60FE5	unreviewed	Q60FE5_HUMAN	Filamin A	FLNA	Homo sapiens (Human)	2620
Q6NXF2	Q6NXF2	unreviewed	Q6NXF2_HUMAN	FLNA protein	FLNA	Homo sapiens (Human)	983
Q8TES4	Q8TES4	unreviewed	Q8TES4_HUMAN	Epididymis secretory sperm binding protein (FLJ00119 protein)	FLJ00119	Homo sapiens (Human)	1455
F8WE98	F8WE98	unreviewed	F8WE98_HUMAN	Filamin A	FLNA	Homo sapiens (Human)	604
A0A087WWY3	A0A087WWY3	unreviewed	A0A087WWY3_HUMAN	Filamin A	FLNA	Homo sapiens (Human)	482
A0A669KBC6	A0A669KBC6	unreviewed	A0A669KBC6_HUMAN	Filamin A	FLNA	Homo sapiens (Human)	96
B4DP68	B4DP68	unreviewed	B4DP68_HUMAN	cDNA FLJ60756, highly similar to F-box-like/WD repeat protein TBL1Y		Homo sapiens (Human)	364
Q9BQ87	Q9BQ87	reviewed	TBL1Y_HUMAN	F-box-like/WD repeat-containing protein TBL1Y (Transducin beta-like protein 1Y) (Transducin-beta-like protein 1, Y-linked)	TBL1Y TBL1	Homo sapiens (Human)	522
A0A494C153	A0A494C153	unreviewed	A0A494C153_HUMAN	Transducin beta like 1 Y-linked	TBL1Y	Homo sapiens (Human)	139
O14607	O14607	reviewed	UTY_HUMAN	Histone demethylase UTY (EC 1.14.11.68) (Ubiquitously-transcribed TPR protein on the Y chromosome) (Ubiquitously-transcribed Y chromosome tetratricopeptide repeat protein) ([histone H3]-trimethyl-L-lysine(27) demethylase UTY)	UTY KDM6C	Homo sapiens (Human)	1347
A0A087X0Y2	A0A087X0Y2	unreviewed	A0A087X0Y2_HUMAN	[histone H3]-trimethyl-L-lysine(27) demethylase (EC 1.14.11.68)	UTY	Homo sapiens (Human)	1399
F4MH40	F4MH40	unreviewed	F4MH40_HUMAN	[histone H3]-trimethyl-L-lysine(27) demethylase (EC 1.14.11.68)	UTY	Homo sapiens (Human)	1399
A0A994J4T0	A0A994J4T0	unreviewed	A0A994J4T0_HUMAN	WD repeat-containing protein 37	WDR37	Homo sapiens (Human)	458
Q9Y2I8	Q9Y2I8	reviewed	WDR37_HUMAN	WD repeat-containing protein 37	WDR37 KIAA0982	Homo sapiens (Human)	494
Q8WXK3	Q8WXK3	reviewed	ASB13_HUMAN	Ankyrin repeat and SOCS box protein 13 (ASB-13)	ASB13	Homo sapiens (Human)	278
Q6P6B7	Q6P6B7	reviewed	ANR16_HUMAN	Ankyrin repeat domain-containing protein 16	ANKRD16	Homo sapiens (Human)	361
Q5VUG0	Q5VUG0	reviewed	SMBT2_HUMAN	Scm-like with four MBT domains protein 2 (Scm-like with 4 MBT domains protein 2)	SFMBT2 KIAA1617	Homo sapiens (Human)	894
A0A669KBL2	A0A669KBL2	unreviewed	A0A669KBL2_HUMAN	Scm like with four mbt domains 2	SFMBT2	Homo sapiens (Human)	893
A0A804HLD5	A0A804HLD5	unreviewed	A0A804HLD5_HUMAN	Scm like with four mbt domains 2	SFMBT2	Homo sapiens (Human)	782
A0A804HJD5	A0A804HJD5	unreviewed	A0A804HJD5_HUMAN	Scm like with four mbt domains 2	SFMBT2	Homo sapiens (Human)	123
P53708	P53708	reviewed	ITA8_HUMAN	Integrin alpha-8 [Cleaved into: Integrin alpha-8 heavy chain; Integrin alpha-8 light chain]	ITGA8	Homo sapiens (Human)	1063
B4DN28	B4DN28	unreviewed	B4DN28_HUMAN	cDNA FLJ54639, highly similar to Integrin alpha-8		Homo sapiens (Human)	1048
Q15404	Q15404	reviewed	RSU1_HUMAN	Ras suppressor protein 1 (RSP-1) (Rsu-1)	RSU1 RSP1	Homo sapiens (Human)	277
O76041	O76041	reviewed	NEBL_HUMAN	Nebulette (Actin-binding Z-disk protein)	NEBL C10orf113 LNEBL	Homo sapiens (Human)	1014
O75602	O75602	reviewed	SPAG6_HUMAN	Sperm-associated antigen 6 (Protein PF16 homolog) (Repro-SA-1) (Sperm flagellar protein)	SPAG6 PF16	Homo sapiens (Human)	509
Q5W041	Q5W041	reviewed	ARMC3_HUMAN	Armadillo repeat-containing protein 3 (Beta-catenin-like protein) (Cancer/testis antigen 81) (CT81) (KU-CT-1)	ARMC3	Homo sapiens (Human)	872
C9JC46	C9JC46	unreviewed	C9JC46_HUMAN	Armadillo repeat containing 3	ARMC3	Homo sapiens (Human)	118
B4DXS3	B4DXS3	unreviewed	B4DXS3_HUMAN	Armadillo repeat containing 3	ARMC3	Homo sapiens (Human)	609
A0A6Q8PF30	A0A6Q8PF30	unreviewed	A0A6Q8PF30_HUMAN	Ankyrin repeat domain containing 26	ANKRD26	Homo sapiens (Human)	757
Q9UPS8	Q9UPS8	reviewed	ANR26_HUMAN	Ankyrin repeat domain-containing protein 26	ANKRD26 KIAA1074	Homo sapiens (Human)	1710
Q5T2S8	Q5T2S8	reviewed	ODAD2_HUMAN	Outer dynein arm-docking complex subunit 2 (Armadillo repeat-containing protein 4)	ODAD2 ARMC4	Homo sapiens (Human)	1044
A0A140VKF7	A0A140VKF7	unreviewed	A0A140VKF7_HUMAN	Testis tissue sperm-binding protein Li 74n		Homo sapiens (Human)	1044
O95425	O95425	reviewed	SVIL_HUMAN	Supervillin (Archvillin) (p205/p250)	SVIL	Homo sapiens (Human)	2214
Q5W026	Q5W026	unreviewed	Q5W026_HUMAN	Ankyrin repeat domain 30A	ANKRD30A	Homo sapiens (Human)	1516
Q9BXX3	Q9BXX3	reviewed	AN30A_HUMAN	Ankyrin repeat domain-containing protein 30A (Serologically defined breast cancer antigen NY-BR-1)	ANKRD30A	Homo sapiens (Human)	1397
Q5VUJ5	Q5VUJ5	reviewed	AGAP7_HUMAN	Putative Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 7 (AGAP-7) (Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 7 pseudogene) (Centaurin-gamma-like family member 4)	AGAP7P AGAP7 CTGLF4	Homo sapiens (Human)	663
A0A087X0Z1	A0A087X0Z1	unreviewed	A0A087X0Z1_HUMAN	ArfGAP with GTPase domain, ankyrin repeat and PH domain 4	AGAP4	Homo sapiens (Human)	686
Q86XV2	Q86XV2	unreviewed	Q86XV2_HUMAN	AGAP4 protein	AGAP4	Homo sapiens (Human)	412
P13928	P13928	reviewed	ANXA8_HUMAN	Annexin A8 (Annexin VIII) (Annexin-8) (Vascular anticoagulant-beta) (VAC-beta)	ANXA8 ANX8	Homo sapiens (Human)	327
P10745	P10745	reviewed	RET3_HUMAN	Retinol-binding protein 3 (Interphotoreceptor retinoid-binding protein) (IRBP) (Interstitial retinol-binding protein)	RBP3	Homo sapiens (Human)	1247
Q5VTM2	Q5VTM2	reviewed	AGAP9_HUMAN	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 9 (AGAP-9) (Centaurin-gamma-like family member 6)	AGAP9 CTGLF6	Homo sapiens (Human)	703
Q8N456	Q8N456	reviewed	LRC18_HUMAN	Leucine-rich repeat-containing protein 18	LRRC18 UNQ9338/PRO34010	Homo sapiens (Human)	261
Q6ZS81	Q6ZS81	reviewed	WDFY4_HUMAN	WD repeat- and FYVE domain-containing protein 4	WDFY4 C10orf64 KIAA1607	Homo sapiens (Human)	3184
B4DWY9	B4DWY9	unreviewed	B4DWY9_HUMAN	cDNA FLJ53625, moderately similar to WD repeat and FYVE domain-containing protein 3		Homo sapiens (Human)	624
Q9H0L4	Q9H0L4	reviewed	CSTFT_HUMAN	Cleavage stimulation factor subunit 2 tau variant (CF-1 64 kDa subunit tau variant) (Cleavage stimulation factor 64 kDa subunit tau variant) (CSTF 64 kDa subunit tau variant) (TauCstF-64)	CSTF2T KIAA0689	Homo sapiens (Human)	616
Q16204	Q16204	reviewed	CCDC6_HUMAN	Coiled-coil domain-containing protein 6 (Papillary thyroid carcinoma-encoded protein) (Protein H4)	CCDC6 D10S170 TST1	Homo sapiens (Human)	474
Q12955	Q12955	reviewed	ANK3_HUMAN	Ankyrin-3 (ANK-3) (Ankyrin-G)	ANK3	Homo sapiens (Human)	4377
H0Y9E9	H0Y9E9	unreviewed	H0Y9E9_HUMAN	Ankyrin 3	ANK3	Homo sapiens (Human)	1792
A0A087X0B4	A0A087X0B4	unreviewed	A0A087X0B4_HUMAN	Ankyrin 3	ANK3	Homo sapiens (Human)	450
Q86VH5	Q86VH5	reviewed	LRRT3_HUMAN	Leucine-rich repeat transmembrane neuronal protein 3	LRRTM3 UNQ803/PRO1693	Homo sapiens (Human)	581
A8K9U4	A8K9U4	unreviewed	A8K9U4_HUMAN	cDNA FLJ77205, highly similar to Homo sapiens hect domain and RLD 4 (HERC4), transcript variant 2, mRNA		Homo sapiens (Human)	1027
Q5GLZ8	Q5GLZ8	reviewed	HERC4_HUMAN	Probable E3 ubiquitin-protein ligase HERC4 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 4) (HECT-type E3 ubiquitin transferase HERC4)	HERC4 KIAA1593	Homo sapiens (Human)	1057
H0Y6K7	H0Y6K7	unreviewed	H0Y6K7_HUMAN	HECT and RLD domain containing E3 ubiquitin protein ligase 4	HERC4	Homo sapiens (Human)	399
D6RCL5	D6RCL5	unreviewed	D6RCL5_HUMAN	HECT and RLD domain containing E3 ubiquitin protein ligase 4	HERC4	Homo sapiens (Human)	240
P16260	P16260	reviewed	GDC_HUMAN	Solute carrier family 25 member 16 (Graves disease autoantigen) (GDA) (Graves disease carrier protein) (GDC) (Graves' didease protein) (hGP) (Mitochondrial solute carrier protein homolog)	SLC25A16 GDA	Homo sapiens (Human)	332
B4DPV4	B4DPV4	unreviewed	B4DPV4_HUMAN	cDNA FLJ60777, highly similar to Grave disease carrier protein		Homo sapiens (Human)	234
B4DHV9	B4DHV9	unreviewed	B4DHV9_HUMAN	cDNA FLJ59258, highly similar to Grave disease carrier protein		Homo sapiens (Human)	315
Q9NR30	Q9NR30	reviewed	DDX21_HUMAN	Nucleolar RNA helicase 2 (EC 3.6.4.13) (DEAD box protein 21) (Gu-alpha) (Nucleolar RNA helicase Gu) (Nucleolar RNA helicase II) (RH II/Gu)	DDX21	Homo sapiens (Human)	783
P10124	P10124	reviewed	SRGN_HUMAN	Serglycin (Hematopoietic proteoglycan core protein) (Platelet proteoglycan core protein) (P.PG) (Secretory granule proteoglycan core protein)	SRGN PRG PRG1	Homo sapiens (Human)	158
Q8TCA0	Q8TCA0	reviewed	LRC20_HUMAN	Leucine-rich repeat-containing protein 20	LRRC20 UNQ2429/PRO4989	Homo sapiens (Human)	184
P13674	P13674	reviewed	P4HA1_HUMAN	Prolyl 4-hydroxylase subunit alpha-1 (4-PH alpha-1) (EC 1.14.11.2) (Procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-1)	P4HA1 P4HA	Homo sapiens (Human)	534
Q5T0N1	Q5T0N1	reviewed	CFA70_HUMAN	Cilia- and flagella-associated protein 70 (Tetratricopeptide repeat protein 18) (TPR repeat protein 18)	CFAP70 TTC18	Homo sapiens (Human)	1121
A0A087WSW1	A0A087WSW1	unreviewed	A0A087WSW1_HUMAN	Cilia and flagella associated protein 70	CFAP70	Homo sapiens (Human)	1121
P20073	P20073	reviewed	ANXA7_HUMAN	Annexin A7 (Annexin VII) (Annexin-7) (Synexin)	ANXA7 ANX7 SNX OK/SW-cl.95	Homo sapiens (Human)	488
A6NIR3	A6NIR3	reviewed	AGAP5_HUMAN	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 5 (AGAP-5) (Centaurin-gamma-like family member 2)	AGAP5 CTGLF2	Homo sapiens (Human)	686
J3KQL4	J3KQL4	unreviewed	J3KQL4_HUMAN	ArfGAP with GTPase domain, ankyrin repeat and PH domain 5	AGAP5	Homo sapiens (Human)	663
P53992	P53992	reviewed	SC24C_HUMAN	Protein transport protein Sec24C (SEC24-related protein C)	SEC24C KIAA0079	Homo sapiens (Human)	1094
P18206	P18206	reviewed	VINC_HUMAN	Vinculin (Metavinculin) (MV)	VCL	Homo sapiens (Human)	1134
